blog_link,title,date,topic,label,brief,claim,fact_check,tags,claim_name_entity,claim_organisation_entity,claim_location_entity,claim_misc_entity,fact_check_name_entity,fact_check_organisation_entity,fact_check_location_entity,fact_check_misc_entity
https://www.facebook.com/105233207808602/posts/531737801824805,هل تصريح الرئيس الروسي فلاديمير بوتن بشأن عودة سيف الإسلام القذافي صحيح؟,2022-05-27,منوعات,غير صحيح,,,,"صحافة , اعلام","لسيف الإسلام القذافي
فلاديمير بوتن
سيف جزءًا
وبوتن
بوتن
سيف الإسلام القذافي
فلاديمر بوتين",,"ليبيا
موسكو
روسيا
بكازاخستان",,"لسيف الإسلام القذافي
فلاديمير بوتن
سيف جزءًا
وبوتن
بوتن
سيف الإسلام القذافي
فلاديمر بوتين",,"ليبيا
موسكو
روسيا
بكازاخستان",
https://www.facebook.com/105233207808602/posts/480248823640370,تحقق: هل صورة الأم وابنتها المتهمتين بالسحر والشعوذة حقيقية؟,2022-03-09,منوعات,غير صحيح,,,,"صحافة , اعلام","زهرة علي
رحمة محمد ادم الورفلي","اليوم السابع
youm7","ليبيا
بمصر
مصر
بنها",,"زهرة علي
رحمة محمد ادم الورفلي","اليوم السابع
youm7","ليبيا
بمصر
مصر
بنها",
https://www.facebook.com/105233207808602/posts/396165185382068,فضح خبر مضلل حول افتتاح محل حلاقة بطاقم نسائي في طرابلس غرب ليبيا,2021-10-25,منوعات,غير صحيح,,,,"صحافة , اعلام","وردة
aYxrO","اليوم السابع
youm7","طرابلس
مصر
ابوسليم
ليبيا
العراق",,"وردة
aYxrO","اليوم السابع
youm7","طرابلس
مصر
ابوسليم
ليبيا
العراق",
https://www.facebook.com/105233207808602/posts/391480145850572,حقيقة إدعاء إباحة تعدد زواج المرأة من قبل وزارة شؤون المرأة,2021-10-18,منوعات,غير صحيح,,,,"صحافة , اعلام",,,"سيداو
ليبيا",,,,"سيداو
ليبيا",
https://www.facebook.com/105233207808602/posts/127130128952243,تحذير: إعلان مزيف حول التعيينات في الشركة العامة للكهرباء,2020-05-12,منوعات,غير صحيح,,,,"صحافة , اعلام",,,,,,,,
https://www.facebook.com/100064299542535/posts/613802880773025,فحص حقيقة إعلان إيلون ماسك زواجه من روبوت مصنوعة بتقنيات الذكاء الاصطناعي,2023-05-12,منوعات,غير صحيح,,,,"صحافة , اعلام","وإيلون ماسك
كتانيلا
إيلون ماسك","انستغرام
elonmusk",,,"وإيلون ماسك
كتانيلا
إيلون ماسك","انستغرام
elonmusk",,
https://www.facebook.com/100064299542535/posts/431643162322332,هل صورة سيدة قطعت العضو الذكري الخاص بزوجها في ليبيا لعزمه الزواج عليها؟ - تحقق من الحقائق,2022-08-20,منوعات,غير صحيح,,,,"صحافة , اعلام",,,"ليبيا
طرابلس
العزيزية
سوريا",,,,"ليبيا
طرابلس
العزيزية
سوريا",
https://www.facebook.com/105233207808602/posts/397259925272594,فحص حقيقة ادعاء القبض على زوجة فايز السراج في قضية تهريب عملة,2021-10-27,منوعات,غير صحيح,,,,"صحافة , اعلام","لفريق نورني
فايز السراج
نادية رفعت
فائز السراج
الصور",الغارديان,"وانوتوا
جزيرة
معيتيقة",دولار,"لفريق نورني
فايز السراج
نادية رفعت
فائز السراج
الصور",الغارديان,"وانوتوا
جزيرة
معيتيقة",دولار
https://www.facebook.com/105233207808602/posts/125509002447689,تحقق: مقطع فيديو يظهر مركبات فضائية في كندا عام 2007 هو مفبرك,2020-05-08,منوعات,غير صحيح,,,,"صحافة , اعلام",,نورني,كندا,,,نورني,كندا,
https://www.facebook.com/100064299542535/posts/535543121932335,هل صلت حمامة في الحرم المكي؟ توضيح حول مقطع الفيديو المتداول على وسائل التواصل الاجتماعي,2023-01-07,منوعات,غير صحيح,,,,"صحافة , اعلام",Virulent,"tinyurl
ويوتيوب
الفيسبوك
ويكيبيديا
NawernyLy","ليبيا
نيوكاسل
الحرم المكي","الكعبة
Newcastle
نيوكاسل
بورقبة
paramyxovirus
نورني
باراميكسفايرس",Virulent,"tinyurl
ويوتيوب
الفيسبوك
ويكيبيديا
NawernyLy","ليبيا
نيوكاسل
الحرم المكي","الكعبة
Newcastle
نيوكاسل
بورقبة
paramyxovirus
نورني
باراميكسفايرس"
https://www.facebook.com/100064299542535/posts/519970266822954,فحص حقيقة صدور مذكرة من الإنتربول بخصوص مسعود بوعجيلة,2022-12-16,منوعات,تحقيقات,,,,"صحافة , اعلام","مسعود بوعجيلة
أبو عجيلة مسعود
بوعجيلة
عبدالحميد الدبيبة
سيف الإسلام القذافي","الإنتربول
للإنتربول
الأنتربول",لوكربي,,"مسعود بوعجيلة
أبو عجيلة مسعود
بوعجيلة
عبدالحميد الدبيبة
سيف الإسلام القذافي","الإنتربول
للإنتربول
الأنتربول",لوكربي,
https://www.facebook.com/100064299542535/posts/493846522768662,تحقق: هل يحدد لون لحم السمكة جودتها وصحتها؟,2022-11-13,منوعات,غير صحيح,,,,"صحافة , اعلام",تيدبال,"النيويورك تايمز
fultonfishmarket
nytimes",,الميوغلوبين,تيدبال,"النيويورك تايمز
fultonfishmarket
nytimes",,الميوغلوبين
https://www.facebook.com/100064299542535/posts/454998626653452,هل وضع القذافي الزهور أمام تمثال القديس ميخائيل؟ - ادعاء مضلل يتعلق بالصورة في كييف,2022-09-23,منوعات,غير صحيح,,,,"صحافة , اعلام","ميخائيل
فيكتور يوشينكو
القذافي",alamy,"ukraine
كييف
أوكرانيا",,"ميخائيل
فيكتور يوشينكو
القذافي",alamy,"ukraine
كييف
أوكرانيا",
https://www.facebook.com/105233207808602/posts/497821195216466,كشف حقيقة ادعاء تصوير حورية بحر حقيقية في مقطع فيديو تم تداوله,2022-04-06,منوعات,غير صحيح,,,,"صحافة , اعلام",,jjpd,,,,jjpd,,
https://www.facebook.com/105233207808602/posts/258529989145589,توقيف شائعة تقليص عدد السفارات الليبية في الخارج,2021-03-22,منوعات,غير صحيح,,,,"صحافة , اعلام",محمد حمودة,,,,محمد حمودة,,,
https://www.facebook.com/105233207808602/posts/127521485579774,تحقق: هل سيتم استئناف الدراسة في طرابلس في 13 يونيو 2020؟,2020-05-13,منوعات,صحيح,,,,"صحافة , اعلام",,نورني,"كورونا
بطرابلس
طرابلس",كورونا,,نورني,"كورونا
بطرابلس
طرابلس",كورونا
https://www.facebook.com/100064299542535/posts/550141210472526,فحص حقيقة المجسمات المزعومة في مدينة بنغازي، ليبيا,2023-01-28,منوعات,غير صحيح,,,,"صحافة , اعلام",,Tech 4 Peace,"بنغازي
ليبيا
النجف
فوثو
والديوانية",,,Tech 4 Peace,"بنغازي
ليبيا
النجف
فوثو
والديوانية",
https://www.facebook.com/100064299542535/posts/539933764826604,تحقق: هل تم دشن تمثال الملك الأمازيغي يوغرطة في مدينة زوارة الليبية؟,2023-01-13,منوعات,غير صحيح,,,,"صحافة , اعلام",يوغرطة,,"الجزائر
زوارة",,يوغرطة,,"الجزائر
زوارة",
https://www.facebook.com/105233207808602/posts/492503269081592,"فيديو: نفي وفاة الفنان فرج عبدالكريم بشخصية ""بوذراع""",2022-03-28,منوعات,غير صحيح,,,,"صحافة , اعلام","بوذراع
فرج عبدالكريم",نورني,,الله,"بوذراع
فرج عبدالكريم",نورني,,الله
https://www.facebook.com/105233207808602/posts/327783125553608,فضح خبر تفكيك جسر وادي الكوف القديم كخبر مفبرك,2021-07-13,منوعات,غير صحيح,,,,"صحافة , اعلام",,,"ليبيا
الجبل الأخضر
البيضاء",,,,"ليبيا
الجبل الأخضر
البيضاء",
https://www.facebook.com/105233207808602/posts/316847453313842,تحقق: هل صحيح أن شركة الكهرباء الليبية تقسم طرح الأحمال بشكل جديد؟,2021-06-25,منوعات,تحقيقات,,,,"صحافة , اعلام",,"سمنو
Kahrabaly","بنغازي
libya
تركيا
طرابلس",,,"سمنو
Kahrabaly","بنغازي
libya
تركيا
طرابلس",
https://www.facebook.com/105233207808602/posts/134187658246490,فحص صور تداولها الناس لأوباما خلال مظاهرات أمريكية,2020-06-02,منوعات,غير صحيح,,,,"صحافة , اعلام","obama
باراك
أوباما
باراك أوباما
لأوباما","واشنطن بوست
nytimes
cnn
washingtonpost
نيويورك تايمز",,,"obama
باراك
أوباما
باراك أوباما
لأوباما","واشنطن بوست
nytimes
cnn
washingtonpost
نيويورك تايمز",,
https://www.facebook.com/105233207808602/posts/128628135469109,حقيقة استقبال جمعية في السعودية لزكاة الفطر نقدًا وإخراجها بشكل آخر,2020-05-16,منوعات,تحقيقات,,,,"صحافة , اعلام",,spa,"السعودية
بأبها
الملك
ليبيا
أبها",,,spa,"السعودية
بأبها
الملك
ليبيا
أبها",
https://www.facebook.com/100064299542535/posts/629251032561543,تحذير: انتشار ادعاء غير صحيح يتعلق بقضية معينة,2023-06-08,منوعات,تحقيقات,,,,"صحافة , اعلام",,,,,,,,
https://www.facebook.com/100064299542535/posts/554382676715046,تكذيب ادعاءات عبدالرحمن قدوع حول عدد حملة كتاب الله في ليبيا,2023-02-02,منوعات,غير صحيح,,,,"صحافة , اعلام",عبدالرحمن قدوع,دار الإفتار,"ليبيا
طرابلس","كتاب
القرآن
الله",عبدالرحمن قدوع,دار الإفتار,"ليبيا
طرابلس","كتاب
القرآن
الله"
https://www.facebook.com/100064299542535/posts/481185144034800,حقيقة صور زهور في الصحراء المنتشرة على أنها في ليبيا,2022-10-26,منوعات,غير صحيح,,,,"صحافة , اعلام","كريس كليفلاند
جورج شتاينمتز",peapix,"السرير
تاليمو
بليبيا
ليبيا
كاليفورنيا
بأمريكا
بالصين",فيس,"كريس كليفلاند
جورج شتاينمتز",peapix,"السرير
تاليمو
بليبيا
ليبيا
كاليفورنيا
بأمريكا
بالصين",فيس
https://www.facebook.com/100064299542535/posts/438689758284339,هل صورة الطالبة الليبية التي انتحرت بسبب امتحان الرياضيات حقيقية؟,2022-08-31,منوعات,غير صحيح,,,,"صحافة , اعلام","بسنت خالد
almasryalyoum
ببسنت","aljazeera
المصري اليوم
الجزيرة",طرابلس,,"بسنت خالد
almasryalyoum
ببسنت","aljazeera
المصري اليوم
الجزيرة",طرابلس,
https://www.facebook.com/105233207808602/posts/440874604244459,"فضح معلومة مضللة حول هويات ""صانع العطلة"" و""صانع المدرسة""",2022-01-05,منوعات,غير صحيح,,,,"صحافة , اعلام","لويس باستور
هوارس مان
باستور",,,ويكيبيديا,"لويس باستور
هوارس مان
باستور",,,ويكيبيديا
https://www.facebook.com/105233207808602/posts/440670970931489,هل صورة جثة راهب عمرها 2000 عام وفي حالة سبات مضللة؟,2022-01-05,منوعات,غير صحيح,,,,"صحافة , اعلام","Buddhist
buddhist","tinyurl
dailymail
دايلي ميل
metro
thesun
the sun والـdailly mail","الصين
الأردن
بتايلاند
التبت
طرطوس
بالصين",ميترو,"Buddhist
buddhist","tinyurl
dailymail
دايلي ميل
metro
thesun
the sun والـdailly mail","الصين
الأردن
بتايلاند
التبت
طرطوس
بالصين",ميترو
https://www.facebook.com/105233207808602/posts/439986640999922,حقيقة مقطع الفيديو الذي يُظهر نبتة غريبة تأكل الحشرات,2022-01-04,منوعات,غير صحيح,,,,"صحافة , اعلام",,"وإنستجرام
art station
artstation
تويتر",,,,"وإنستجرام
art station
artstation
تويتر",,
https://www.facebook.com/105233207808602/posts/406728954325691,هل تقدمت خلود القماطي بأوراق ترشحها لرئاسة ليبيا؟ تحقق من صحة الادعاء,2021-11-11,منوعات,غير صحيح,,,,"صحافة , اعلام","لخلود القماطي
خلود
لفريق
خلود القماطي
لخلود
نورني",المنظمة الدولية للسلام المجتمعي,ليبيا,,"لخلود القماطي
خلود
لفريق
خلود القماطي
لخلود
نورني",المنظمة الدولية للسلام المجتمعي,ليبيا,
https://www.facebook.com/105233207808602/posts/405116244486962,كشف الحقيقة: هل تم العثور على رؤوس المقاومين الجزائريين في باريس؟,2021-11-09,منوعات,غير صحيح,,,,"صحافة , اعلام",,atlasobscura,"الجزائر
باريس
إيطاليا
للجزائر
فرنسا
بريشا",أوساريو دي,,atlasobscura,"الجزائر
باريس
إيطاليا
للجزائر
فرنسا
بريشا",أوساريو دي
https://www.facebook.com/105233207808602/posts/397270958604824,هل يعمل القمل على تدليك الرأس ويمنع الجلطات؟ الحقيقة والأبحاث الطبية,2021-10-27,منوعات,غير صحيح,,,,"صحافة , اعلام",,"cdc
CDC",,,,"cdc
CDC",,
https://www.facebook.com/105233207808602/posts/334829814848939,هل البنج ممنوع على من تلقوا لقاح كورونا أو أصيبوا بالمرض؟ - نفي الادعاءات ونقض الشائعات,2021-07-24,منوعات,غير صحيح,,,,"صحافة , اعلام",,"cdc
who . int
منظمة الصحة العالمية
who",,كورونا,,"cdc
who . int
منظمة الصحة العالمية
who",,كورونا
https://www.facebook.com/100064299542535/posts/559354646217849,حقيقة الأسرة السورية وليس الليبية التي تعرضت لزلزال تركيا,2023-02-09,منوعات,غير صحيح,,,,"صحافة , اعلام","هدى محمد صالح عيسى
صفوان ضيف الله
هدى محمد صالح العيسى",نورني,"تركيا
سوريا","فيس
الله","هدى محمد صالح عيسى
صفوان ضيف الله
هدى محمد صالح العيسى",نورني,"تركيا
سوريا","فيس
الله"
https://www.facebook.com/100064299542535/posts/530024485817532,هل توفيت المطربة الشعبية أحلام اليمني؟ تحقق من الشائعات والادعاءات,2022-12-29,منوعات,غير صحيح,,,,"صحافة , اعلام","أحلام اليمني
أحلام
نورني",,"ليبيا
بنغازي",الله,"أحلام اليمني
أحلام
نورني",,"ليبيا
بنغازي",الله
https://www.facebook.com/105233207808602/posts/501126278219291,هل صحيح أن هذه الصورة لمولود بأسنان كاملة؟,2022-04-11,منوعات,غير صحيح,,,,"صحافة , اعلام","babyteeth
Kaitlyn Valdez","guinnessworldrecords
غينيس
لرويترز
رويترز
reuters","أمريكا
رومانيا",,"babyteeth
Kaitlyn Valdez","guinnessworldrecords
غينيس
لرويترز
رويترز
reuters","أمريكا
رومانيا",
https://www.facebook.com/105233207808602/posts/500682758263643,هل صورة الثعلب الروسي هذه حقيقية أم دمية؟ تحقق من الادعاءات المثبتة,2022-04-10,منوعات,غير صحيح,,,,"صحافة , اعلام",Hiroki,"devian art
ديفيان آرت
deviantart",,,Hiroki,"devian art
ديفيان آرت
deviantart",,
https://www.facebook.com/105233207808602/posts/488622862802966,حقيقة الفيديو المضلل حول حريق وزارة الدفاع السعودية,2022-03-22,منوعات,غير صحيح,,,,"صحافة , اعلام",,روسيا اليوم,"عجمان
بالامارات
الإمارات",,,روسيا اليوم,"عجمان
بالامارات
الإمارات",
https://www.facebook.com/105233207808602/posts/443388760659710,كذبة: الأكلة المزعومة الليبية هي في الحقيقة وصفة آسيوية لكرات اللحم المسطحة,2022-01-09,منوعات,غير صحيح,,,,"صحافة , اعلام","bakso
bukan","reservasi
instagram
masiponk
إنستجرام",أسيا,,"bakso
bukan","reservasi
instagram
masiponk
إنستجرام",أسيا,
https://www.facebook.com/105233207808602/posts/385514466447140,فضح قصة تقديم بيل غيتس لشيك على بياض لمذيعة في برنامج تلفزيوني,2021-10-10,منوعات,غير صحيح,,,,"صحافة , اعلام","لبيل غيتس
بيل غيتس
بيل جيتس","ItFchh
i tv",,"the morning
permalink","لبيل غيتس
بيل غيتس
بيل جيتس","ItFchh
i tv",,"the morning
permalink"
https://www.facebook.com/105233207808602/posts/221399356191986,"تحقق: مزاعم وفاة 23 شخصا بعد تطعيمهم بلقاح ""فايزر"" في النرويج",2021-01-18,منوعات,صحيح,,,,"صحافة , اعلام",,"euronews
vg
nyheter
nrk",النرويج,فايزر,,"euronews
vg
nyheter
nrk",النرويج,فايزر
https://www.facebook.com/105233207808602/posts/114928003505789,تحقق: هل تم تسجيل حالة إصابة بفايروس كورونا في مدينة درنة، ليبيا؟,2020-04-14,منوعات,صحيح,,,,"صحافة , اعلام",أحمد الحاسي,,"ليبيا
بنغازي
درنة","كورونا
بفايروس",أحمد الحاسي,,"ليبيا
بنغازي
درنة","كورونا
بفايروس"
https://www.facebook.com/100064299542535/posts/593385736148073,فحص حقيقة صورة زجاجة مشروب كحولي أمام وزيرة الخارجية الليبية,2023-04-07,منوعات,غير صحيح,,,,"صحافة , اعلام",نجلاء المنقوش,الأكاديمية الليبية للصناعات التقليدية,,,نجلاء المنقوش,الأكاديمية الليبية للصناعات التقليدية,,
https://www.facebook.com/100064299542535/posts/527891369364177,تحقق: هل والدة لاعب كرة القدم المغربي سفيان بوفال بخير؟,2022-12-26,منوعات,غير صحيح,,,,"صحافة , اعلام","بوفال
سفيان بوفال",انستغرام,"المغرب
تونس
مصر
قطر
ليبيا",,"بوفال
سفيان بوفال",انستغرام,"المغرب
تونس
مصر
قطر
ليبيا",
https://www.facebook.com/105233207808602/posts/548634570135128,هل صورة لحظة سقوط شاب من برج القاهرة حقيقية أم مفبركة؟,2022-06-22,منوعات,غير صحيح,,,,"صحافة , اعلام",,,القاهرة,Cairotower,,,القاهرة,Cairotower
https://www.facebook.com/105233207808602/posts/459581515707101,فحص حقيقة إنقاذ الطفل المغربي ريان من البئر,2022-02-04,منوعات,غير صحيح,,,,"صحافة , اعلام",ريان,"alhurra
الحرة","العراق
iraq",,ريان,"alhurra
الحرة","العراق
iraq",
https://www.facebook.com/105233207808602/posts/389067776091809,فحص حقيقة شائعة وفاة الشيخ عبد الرحمن السديسي,2021-10-15,منوعات,غير صحيح,,,,"صحافة , اعلام","عبد الرحمن السديس
عبد الرحمن السديسي
ReasahAlharmain
السديس
عبدالرحمن السديس",,القصيم,,"عبد الرحمن السديس
عبد الرحمن السديسي
ReasahAlharmain
السديس
عبدالرحمن السديس",,القصيم,
https://www.facebook.com/105233207808602/posts/285260676472520,تحقق: خبر سقوط الصاروخ الصيني على الهند #خبر_غير_صحيح,2021-05-05,منوعات,غير صحيح,,,,"صحافة , اعلام",,,الهند,,,,الهند,
https://www.facebook.com/105233207808602/posts/134077254924197,هل نجحت الصين في إنتاج لقاح فعال بنسبة 99% ضد فيروس كورونا؟,2020-06-02,منوعات,غير صحيح جزئياً,,,,"صحافة , اعلام",,"arabic
شينخوا
xinhuanet",الصين,"كورونا
فايروس",,"arabic
شينخوا
xinhuanet",الصين,"كورونا
فايروس"
https://www.facebook.com/105233207808602/posts/132113731787216,حقيقة ادعاء وكالة ناسا بتحول الكرة الأرضية إلى شكل دونات,2020-05-27,منوعات,غير صحيح,,,,"صحافة , اعلام",,"nasa
وكالة
الفيسبوك
ناسا",,,,"nasa
وكالة
الفيسبوك
ناسا",,
https://www.facebook.com/105233207808602/posts/125279745803948,تحقق: هل انقطع الإنترنت عن ليبيا اليوم الخميس؟,2020-05-07,منوعات,ساخر,,,,"صحافة , اعلام",,,ليبيا,,,,ليبيا,
https://www.facebook.com/105233207808602/posts/123652585966664,توضيح حول ادعاء تفعيل فيسبوك لخاصية مراقبة النشاط على الهاتف حتى خارج التطبيق,2020-05-03,منوعات,غير صحيح جزئياً,,,,"صحافة , اعلام",,"نورني
الفيسبوك
فيسبوك",,,,"نورني
الفيسبوك
فيسبوك",,
https://www.facebook.com/105233207808602/posts/114466880218568,فحص حقيقة ادعاء أن الصيام يساعد في الوقاية من فيروس كورونا,2020-04-13,منوعات,غير صحيح,,,,"صحافة , اعلام",نورني,"منظمة
who . int
منظمة الصحة العالمية
ncbi
emro",,"كورونا
corona
بكورونا",نورني,"منظمة
who . int
منظمة الصحة العالمية
ncbi
emro",,"كورونا
corona
بكورونا"
https://www.facebook.com/105233207808602/posts/111970507134872,فحص حقيقة جواز الإفطار في رمضان بسبب جائحة كورونا,2020-04-10,منوعات,غير صحيح,,,,"صحافة , اعلام",,"للأزهر
الأزهر
منظمة الصحة العالمية
azhar
نورني",,كورونا,,"للأزهر
الأزهر
منظمة الصحة العالمية
azhar
نورني",,كورونا
https://www.facebook.com/100064299542535/posts/557903306362983,تحقق: هل يوثق مقطع الفيديو زلزال تركيا أم أنه تم تزويره؟,2023-02-07,منوعات,غير صحيح,,,,"صحافة , اعلام",emb,,"اليابان
تركيا",,emb,,"اليابان
تركيا",
https://www.facebook.com/100064299542535/posts/515667720586542,هل وجدت لجنة مراقبة مباراة المغرب والبرتغال طلاسم على مرمى المغرب؟ - ادعاء زائف,2022-12-12,منوعات,غير صحيح,,,,"صحافة , اعلام",MokhtalatOff,تويتر,"المغرب
والبرتغال",المونديال,MokhtalatOff,تويتر,"المغرب
والبرتغال",المونديال
https://www.facebook.com/100064299542535/posts/514787944007853,تكذيب الادعاء حول نية كريستيانو رونالدو للاعتزال,2022-12-10,منوعات,غير صحيح,,,,"صحافة , اعلام","كريستيانو رونالدو
لكريستيانو رونالدو
رونالدو",ليكيب,"البرتغال
والبرتغال
المغرب",,"كريستيانو رونالدو
لكريستيانو رونالدو
رونالدو",ليكيب,"البرتغال
والبرتغال
المغرب",
https://www.facebook.com/100064299542535/posts/495764265910221,حقيقة ادعاء احتفال طبرق بأكبر نصب للصليب في شمال أفريقيا,2022-11-15,منوعات,غير صحيح,,,,"صحافة , اعلام",,CaroHurndall,"طبرق
وألمانيا
المملكة المتحدة
وبريطانيا
ليبيا
الصحراء الغربية
أفريقيا
فرنسا","الحرب العالمية الثانية
الحرب العالمية",,CaroHurndall,"طبرق
وألمانيا
المملكة المتحدة
وبريطانيا
ليبيا
الصحراء الغربية
أفريقيا
فرنسا","الحرب العالمية الثانية
الحرب العالمية"
https://www.facebook.com/100064299542535/posts/495699285916719,هل مقطع الفيديو الذي يظهر دخول مؤسس الصهيونية على عبد الحميد الثاني حقيقي؟,2022-11-15,منوعات,غير صحيح,,,,"صحافة , اعلام","وجوزيف شيلدكروت
إرنست باث
تيودور هرتزل
أوتو كريسلر
عبدالحميد الثاني
ورودولف شيلدكروت
عبد الحميد الثاني",,,theodor,"وجوزيف شيلدكروت
إرنست باث
تيودور هرتزل
أوتو كريسلر
عبدالحميد الثاني
ورودولف شيلدكروت
عبد الحميد الثاني",,,theodor
https://www.facebook.com/105233207808602/posts/484664819865437,كشف حقيقة الصورة المدعومة كحمامة حقيقية والتي تبين أنها عمل فني,2022-03-16,منوعات,غير صحيح,,,,"صحافة , اعلام",,,,,,,,
https://www.facebook.com/105233207808602/posts/474248324240420,هل يستطيع الإبل شرب الماء المالح؟ الحقيقة والافتراءات الخاطئة,2022-02-28,منوعات,غير صحيح,,,,"صحافة , اعلام",,"nytimes
wildcamels
مؤسسة حماية الجمال
الجارديان","منغوليا
جوبي
والصين
الصين",,,"nytimes
wildcamels
مؤسسة حماية الجمال
الجارديان","منغوليا
جوبي
والصين
الصين",
https://www.facebook.com/105233207808602/posts/459686015696651,حقيقة صورة إخراج الطفل ريان: تحقق من الصورة المضللة,2022-02-05,منوعات,غير صحيح,,,,"صحافة , اعلام","ريان
alalam","tinyurl
العالم",غزة,,"ريان
alalam","tinyurl
العالم",غزة,
https://www.facebook.com/105233207808602/posts/453589909639595,تكذيب خبر وفاة مهاتير محمد وتوضيح حالته الصحية,2022-01-25,منوعات,غير صحيح,,,,"صحافة , اعلام","مهاتير
لمهاتير محمد
مهاتير محمد",chedetofficial,,,"مهاتير
لمهاتير محمد
مهاتير محمد",chedetofficial,,
https://www.facebook.com/105233207808602/posts/391097929222127,حقيقة العثور على مكتبة تعود للعصر العباسي في منغوليا: خبر مضلل,2021-10-18,منوعات,غير صحيح,,,,"صحافة , اعلام","tanjaoui
Sakya","دير ساكية
الأكاديمية التبتية للعلوم الاجتماعية
ويكيبديا
ويكيبيديا
يوتيوب","منغوليا
التبت
بغداد
بالتبت",دير ساكية,"tanjaoui
Sakya","دير ساكية
الأكاديمية التبتية للعلوم الاجتماعية
ويكيبديا
ويكيبيديا
يوتيوب","منغوليا
التبت
بغداد
بالتبت",دير ساكية
https://www.facebook.com/105233207808602/posts/391073829224537,كذبة تكليف عبدالحفيظ غوقة برئاسة حكومة مؤقتة في ليبيا,2021-10-18,منوعات,غير صحيح,,,,"صحافة , اعلام","عائشة العقوري
عبدالحفيظ غوقة
نورني",,,,"عائشة العقوري
عبدالحفيظ غوقة
نورني",,,
https://www.facebook.com/105233207808602/posts/259815549017033,"تحقق: هل الصورة المتداولة لـ""الحبوني"" حديثة أم قديمة؟",2021-03-24,منوعات,غير صحيح,,,,"صحافة , اعلام","عبدالعالي الحبوني
بالحبوني
للحبوني
علي الحنيش",الهلال الأحمر,"الزاوية
طرابلس",,"عبدالعالي الحبوني
بالحبوني
للحبوني
علي الحنيش",الهلال الأحمر,"الزاوية
طرابلس",
https://www.facebook.com/100064299542535/posts/620850963401550,كذبة: تحطم جسر وادي الكوف - الصور المعدلة تثير البلبلة,2023-05-25,منوعات,غير صحيح,,,,"صحافة , اعلام",,نورني,"درنة
بنغازي
المرج
وادي
ليبيا
البيضاء",,,نورني,"درنة
بنغازي
المرج
وادي
ليبيا
البيضاء",
https://www.facebook.com/100064299542535/posts/529042655915715,فحص حقيقة صورة أمواج نازاري الرقمية ومنشورها على موقع pixels,2022-12-28,منوعات,تحقيقات,,,,"صحافة , اعلام",,"pixels
FactCheck","البرتغال
المغرب
تونس
مصر
ليبيا",نازاري,,"pixels
FactCheck","البرتغال
المغرب
تونس
مصر
ليبيا",نازاري
https://www.facebook.com/100064299542535/posts/501096522043662,تكذيب شائعات وفاة اللاعب السعودي ياسر الشهراني بعد إصابته في مباراة كأس العالم في قطر,2022-11-22,منوعات,تحقيقات,,,,"صحافة , اعلام","الشهراني
ياسر","SaudiNT
FIFAWorldCup2022
QatarWorldCup","قطر
والسعودية
السعودية
الأرجنتين",,"الشهراني
ياسر","SaudiNT
FIFAWorldCup2022
QatarWorldCup","قطر
والسعودية
السعودية
الأرجنتين",
https://www.facebook.com/105233207808602/posts/548747690123816,تحقق: هل الصورة تظهر إعصارًا ناريًا حقيقيًا أم عملاً فنيًا؟,2022-06-22,منوعات,غير صحيح,,,,"صحافة , اعلام",لجوناثان هاو يون,knau,"كاليفورنيا
كولورادو
أريزونا",,لجوناثان هاو يون,knau,"كاليفورنيا
كولورادو
أريزونا",
https://www.facebook.com/105233207808602/posts/494086888923230,توضيح حقيقة ادعاءات حول كريم جيت المخصص للقدمين وتأثيره على الشعر,2022-03-31,منوعات,غير صحيح,,,,"صحافة , اعلام",,"essentialcareplus
mybest",,"jet
جيت",,"essentialcareplus
mybest",,"jet
جيت"
https://www.facebook.com/105233207808602/posts/448809560117630,هل النمل خلق من الزجاج؟ فحص للمعلومة ونفيها,2022-01-18,منوعات,غير صحيح,,,,"صحافة , اعلام",,,نورني,"القرآن
الله",,,نورني,"القرآن
الله"
https://www.facebook.com/105233207808602/posts/258658005799454,تحقق: خبر زعم صدور بيان غير موثق من المصرف المركزي,2021-03-22,منوعات,غير صحيح,,,,"صحافة , اعلام",,المصرف المركزي,,,,المصرف المركزي,,
https://www.facebook.com/105233207808602/posts/132127258452530,حقيقة إعتداء وتخريب إمدادات المياه في غرب ليبيا,2020-05-27,منوعات,تحقيقات,,,,"صحافة , اعلام",,,"ليبيا
الجفارة",,,,"ليبيا
الجفارة",
https://www.facebook.com/105233207808602/posts/126994025632520,حقيقة انتشار حشرة تشبه الدبور القاتلة في الصين والهند,2020-05-12,منوعات,غير صحيح,,,,"صحافة , اعلام",,,"الهند
أمريكا
لإيران
الصين
Visakhapatnam",,,,"الهند
أمريكا
لإيران
الصين
Visakhapatnam",
https://www.facebook.com/100064299542535/posts/615426670610646,"فضح مزاعم صورة ""صغير الطاووس"" المضللة",2023-05-15,منوعات,غير صحيح,,,,"صحافة , اعلام",baby,"birdfact
stock
adobe stock",,,baby,"birdfact
stock
adobe stock",,
